date,symbol,marketcapname,sector
16-06-2023,KIRLOSIND,Smallcap,Finance
16-06-2023,SPMLINFRA,Smallcap,Realty
16-06-2023,ASHOKLEY,Largecap,Auto
16-06-2023,NOVARTIND,Smallcap,Services
16-06-2023,KOTHARIPET,Smallcap,Oils
16-06-2023,INTLCONV,Smallcap,FMCG
16-06-2023,MAHASTEEL,Smallcap,Metals
16-06-2023,ROTO,Smallcap,FMCG
16-06-2023,KAYNES,Midcap,FMCG
16-06-2023,WINDMACHIN,Smallcap,FMCG
16-06-2023,AMBICAAGAR,Smallcap,Industrials
16-06-2023,PIIND,Largecap,Industrials
16-06-2023,GKWLIMITED,Smallcap,
16-06-2023,JITFINFRA,Smallcap,Services
16-06-2023,SERVOTECH,Smallcap,FMCG
16-06-2023,HAL,Largecap,FMCG
16-06-2023,MIDHANI,Midcap,Metals
16-06-2023,UGARSUGAR,Smallcap,FMCG
16-06-2023,GRSE,Midcap,Industrials
16-06-2023,DGCONTENT,Smallcap,Media
16-06-2023,ARTEMISMED,Smallcap,Pharmaceuticals
16-06-2023,MAZDOCK,Largecap,Industrials
16-06-2023,RKFORGE,Midcap,Industrials
16-06-2023,CENTURYPLY,Midcap,Miscellaneous
16-06-2023,AIAENG,Largecap,Industrials
16-06-2023,LOKESHMACH,Smallcap,FMCG
16-06-2023,JKIL,Smallcap,Realty
16-06-2023,TITAGARH,Midcap,FMCG
16-06-2023,GLOBUSSPR,Smallcap,FMCG
16-06-2023,KRITINUT,Smallcap,FMCG
16-06-2023,PFS,Smallcap,Finance
16-06-2023,TERASOFT,Smallcap,I.T
16-06-2023,MAFANG,Smallcap,Indices
16-06-2023,WINDLAS,Smallcap,Pharmaceuticals
16-06-2023,AMIORG,Smallcap,Pharmaceuticals
16-06-2023,PAYTM,Largecap,I.T
16-06-2023,IDFCFIRSTB,Largecap,Bank
19-06-2023,MRPL,Largecap,Industrials
19-06-2023,HINDOILEXP,Smallcap,Oils
19-06-2023,ASHOKLEY,Largecap,Auto
19-06-2023,WSI,Smallcap,Realty
19-06-2023,CHOLAHLDNG,Midcap,Finance
19-06-2023,JBCHEPHARM,Largecap,Pharmaceuticals
19-06-2023,HIL,Smallcap,Industrials
19-06-2023,INTLCONV,Smallcap,FMCG
19-06-2023,CREST,Smallcap,Finance
19-06-2023,HBLPOWER,Midcap,Miscellaneous
19-06-2023,DCXINDIA,Smallcap,FMCG
19-06-2023,CENTUM,Smallcap,FMCG
19-06-2023,NAHARINDUS,Smallcap,Textiles
19-06-2023,JAYAGROGN,Smallcap,Industrials
19-06-2023,VENUSREM,Smallcap,Pharmaceuticals
19-06-2023,APOLLO,Smallcap,FMCG
19-06-2023,MIDHANI,Midcap,Metals
19-06-2023,DGCONTENT,Smallcap,Media
19-06-2023,MAZDOCK,Largecap,Industrials
19-06-2023,STAR,Smallcap,Pharmaceuticals
19-06-2023,WELENT,Smallcap,Realty
19-06-2023,INDOTECH,Smallcap,FMCG
19-06-2023,M&MFIN,Largecap,Finance
19-06-2023,GPIL,Midcap,Metals
19-06-2023,GEECEE,Smallcap,Realty
19-06-2023,TITAGARH,Midcap,FMCG
19-06-2023,PFS,Smallcap,Finance
19-06-2023,KARMAENG,Smallcap,Miscellaneous
19-06-2023,GPTINFRA,Smallcap,Realty
19-06-2023,SKIPPER,Smallcap,Industrials
19-06-2023,DATAPATTNS,Midcap,FMCG
19-06-2023,INOXWIND,Midcap,FMCG
19-06-2023,ICICIPRULI,Largecap,Services
19-06-2023,HPL,Smallcap,FMCG
20-06-2023,ABB,Largecap,FMCG
20-06-2023,TATAMTRDVR,Largecap,Auto
20-06-2023,BOMDYEING,Smallcap,Textiles
20-06-2023,FACT,Largecap,Industrials
20-06-2023,BEML,Midcap,FMCG
20-06-2023,HINDOILEXP,Smallcap,Oils
20-06-2023,LGBBROSLTD,Smallcap,Auto
20-06-2023,OILCOUNTUB,Smallcap,Metals
20-06-2023,PENINLAND,Smallcap,Realty
20-06-2023,DYNAMATECH,Smallcap,FMCG
20-06-2023,RANEHOLDIN,Smallcap,Finance
20-06-2023,KENNAMET,Midcap,Industrials
20-06-2023,DEEPAKNTR,Largecap,Industrials
20-06-2023,JBCHEPHARM,Largecap,Pharmaceuticals
20-06-2023,GRAPHITE,Midcap,FMCG
20-06-2023,SHRIRAMFIN,Largecap,Finance
20-06-2023,CREST,Smallcap,Finance
20-06-2023,ORBTEXP,Smallcap,Textiles
20-06-2023,HIMATSEIDE,Smallcap,Textiles
20-06-2023,SUBROS,Smallcap,Auto
20-06-2023,MINDTECK,Smallcap,I.T
20-06-2023,DCXINDIA,Smallcap,FMCG
20-06-2023,CENTUM,Smallcap,FMCG
20-06-2023,RICOAUTO,Smallcap,Auto
20-06-2023,SHRIPISTON,Midcap,Auto
20-06-2023,WIPL,Smallcap,Miscellaneous
20-06-2023,KEERTI,Smallcap,Miscellaneous
20-06-2023,HDFCLIFE,Largecap,Services
20-06-2023,CSLFINANCE,Smallcap,Finance
20-06-2023,SINTERCOM,Smallcap,Auto
20-06-2023,MIDHANI,Midcap,Metals
20-06-2023,KPIGREEN,Smallcap,Miscellaneous
20-06-2023,MSTCLTD,Smallcap,I.T
20-06-2023,ROUTE,Midcap,I.T
20-06-2023,ANGELONE,Largecap,Services
20-06-2023,CYBERTECH,Smallcap,I.T
20-06-2023,MAZDOCK,Largecap,Industrials
20-06-2023,ENGINERSIN,Midcap,Realty
20-06-2023,INDNIPPON,Smallcap,Auto
20-06-2023,GEPIL,Smallcap,Realty
20-06-2023,TIPSINDLTD,Smallcap,Media
20-06-2023,AXISCADES,Smallcap,I.T
20-06-2023,RKFORGE,Midcap,Industrials
20-06-2023,JBMA,Midcap,Auto
20-06-2023,GOKEX,Midcap,FMCG
20-06-2023,GLOBALVECT,Smallcap,Services
20-06-2023,CTE,Smallcap,I.T
20-06-2023,TIMETECHNO,Smallcap,FMCG
20-06-2023,TITAGARH,Midcap,FMCG
20-06-2023,JWL,Midcap,FMCG
20-06-2023,TEXRAIL,Smallcap,FMCG
20-06-2023,PFS,Smallcap,Finance
20-06-2023,GPTINFRA,Smallcap,Realty
20-06-2023,THOMASCOTT,Smallcap,Textiles
20-06-2023,NIBL,Smallcap,Industrials
20-06-2023,KIMS,Midcap,Pharmaceuticals
20-06-2023,ROLEXRINGS,Midcap,Auto
20-06-2023,SKIPPER,Smallcap,Industrials
20-06-2023,ICICIPRULI,Largecap,Services
21-06-2023,BEML,Midcap,FMCG
21-06-2023,EXIDEIND,Largecap,Auto
21-06-2023,ELECTCAST,Midcap,Industrials
21-06-2023,LGBBROSLTD,Smallcap,Auto
21-06-2023,LUPIN,Largecap,Pharmaceuticals
21-06-2023,PEL,Largecap,Finance
21-06-2023,OILCOUNTUB,Smallcap,Metals
21-06-2023,SPLPETRO,Midcap,Oils
21-06-2023,PENINLAND,Smallcap,Realty
21-06-2023,STYRENIX,Smallcap,Oils
21-06-2023,VISAKAIND,Smallcap,Industrials
21-06-2023,SHRIRAMFIN,Largecap,Finance
21-06-2023,BHAGYANGR,Smallcap,Industrials
21-06-2023,AETHER,Midcap,Industrials
21-06-2023,SUBROS,Smallcap,Auto
21-06-2023,TASTYBITE,Smallcap,FMCG
21-06-2023,SHRIPISTON,Midcap,Auto
21-06-2023,MARKSANS,Midcap,Pharmaceuticals
21-06-2023,TEJASNET,Midcap,Telecom
21-06-2023,DEVIT,Smallcap,I.T
21-06-2023,KEERTI,Smallcap,Miscellaneous
21-06-2023,TPLPLASTEH,Smallcap,Services
21-06-2023,TIINDIA,Largecap,Auto
21-06-2023,LAOPALA,Smallcap,Industrials
21-06-2023,BCONCEPTS,Smallcap,FMCG
21-06-2023,MMP,Smallcap,Metals
21-06-2023,KPIGREEN,Smallcap,Miscellaneous
21-06-2023,MSTCLTD,Smallcap,I.T
21-06-2023,PAR,Smallcap,Pharmaceuticals
21-06-2023,ARTEMISMED,Smallcap,Pharmaceuticals
21-06-2023,BLUECHIP,Smallcap,Finance
21-06-2023,AMBIKCO,Smallcap,Textiles
21-06-2023,HAPPSTMNDS,Midcap,I.T
21-06-2023,ANGELONE,Largecap,Services
21-06-2023,TIPSINDLTD,Smallcap,Media
21-06-2023,AXISCADES,Smallcap,I.T
21-06-2023,RKFORGE,Midcap,Industrials
21-06-2023,WELENT,Smallcap,Realty
21-06-2023,XCHANGING,Smallcap,I.T
21-06-2023,AIAENG,Largecap,Industrials
21-06-2023,GPIL,Midcap,Metals
21-06-2023,GLOBALVECT,Smallcap,Services
21-06-2023,TRIL,Smallcap,FMCG
21-06-2023,RECLTD,Largecap,Finance
21-06-2023,ISGEC,Midcap,Realty
21-06-2023,SJVN,Largecap,Miscellaneous
21-06-2023,MUTHOOTFIN,Largecap,Finance
21-06-2023,L&TFH,Largecap,Finance
21-06-2023,TARC,Smallcap,Realty
21-06-2023,KIMS,Midcap,Pharmaceuticals
21-06-2023,SHEMAROO,Smallcap,Media
21-06-2023,CMSINFO,Midcap,Miscellaneous
21-06-2023,NH,Largecap,Pharmaceuticals
21-06-2023,SPAL,Smallcap,Textiles
21-06-2023,ICICIPRULI,Largecap,Services
21-06-2023,HPL,Smallcap,FMCG
22-06-2023,BOMDYEING,Smallcap,Textiles
22-06-2023,DHAMPURSUG,Smallcap,FMCG
22-06-2023,KIRLOSIND,Smallcap,Finance
22-06-2023,STYRENIX,Smallcap,Oils
22-06-2023,SUPREMEIND,Largecap,FMCG
22-06-2023,AETHER,Midcap,Industrials
22-06-2023,SSWL,Smallcap,Auto
22-06-2023,ROTO,Smallcap,FMCG
22-06-2023,CENTUM,Smallcap,FMCG
22-06-2023,KEI,Largecap,Industrials
22-06-2023,ALOKINDS,Midcap,Textiles
22-06-2023,SHRIPISTON,Midcap,Auto
22-06-2023,MAGADSUGAR,Smallcap,FMCG
22-06-2023,TIINDIA,Largecap,Auto
22-06-2023,APOLLO,Smallcap,FMCG
22-06-2023,UGARSUGAR,Smallcap,FMCG
22-06-2023,KPIGREEN,Smallcap,Miscellaneous
22-06-2023,AMBIKCO,Smallcap,Textiles
22-06-2023,JBMA,Midcap,Auto
22-06-2023,UTTAMSUGAR,Smallcap,FMCG
22-06-2023,HOVS,Smallcap,I.T
22-06-2023,V2RETAIL,Smallcap,FMCG
22-06-2023,RTNPOWER,Midcap,Miscellaneous
22-06-2023,MANINFRA,Midcap,Realty
22-06-2023,TEXRAIL,Smallcap,FMCG
22-06-2023,THOMASCOTT,Smallcap,Textiles
22-06-2023,SPAL,Smallcap,Textiles
23-06-2023,DENORA,Smallcap,FMCG
23-06-2023,IMPAL,Smallcap,Auto
23-06-2023,WHEELS,Smallcap,Auto
23-06-2023,LGBBROSLTD,Smallcap,Auto
23-06-2023,KENNAMET,Midcap,Industrials
23-06-2023,DMCC,Smallcap,Industrials
23-06-2023,INTLCONV,Smallcap,FMCG
23-06-2023,RICOAUTO,Smallcap,Auto
23-06-2023,RAMRAT,Smallcap,Metals
23-06-2023,ORCHPHARMA,Smallcap,Pharmaceuticals
23-06-2023,BSE,Largecap,Miscellaneous
23-06-2023,JITFINFRA,Smallcap,Services
23-06-2023,EIFFL,Smallcap,FMCG
23-06-2023,APOLLO,Smallcap,FMCG
23-06-2023,SGIL,Smallcap,Industrials
23-06-2023,BLUECHIP,Smallcap,Finance
23-06-2023,RTNPOWER,Midcap,Miscellaneous
23-06-2023,PARAGMILK,Smallcap,FMCG
26-06-2023,IMPAL,Smallcap,Auto
26-06-2023,INDIANHUME,Smallcap,Realty
26-06-2023,SSWL,Smallcap,Auto
26-06-2023,CENTUM,Smallcap,FMCG
26-06-2023,ELDEHSG,Smallcap,Realty
26-06-2023,DCMSRIND,Smallcap,FMCG
26-06-2023,ORCHPHARMA,Smallcap,Pharmaceuticals
26-06-2023,AUROPHARMA,Largecap,Pharmaceuticals
26-06-2023,NATCOPHARM,Midcap,Pharmaceuticals
26-06-2023,DPWIRES,Smallcap,Metals
26-06-2023,APOLLO,Smallcap,FMCG
26-06-2023,ISEC,Largecap,Services
26-06-2023,SGIL,Smallcap,Industrials
26-06-2023,ARTEMISMED,Smallcap,Pharmaceuticals
26-06-2023,BLUECHIP,Smallcap,Finance
26-06-2023,ANGELONE,Largecap,Services
26-06-2023,APARINDS,Largecap,FMCG
26-06-2023,INDSWFTLAB,Smallcap,Pharmaceuticals
26-06-2023,TIPSINDLTD,Smallcap,Media
26-06-2023,JBMA,Midcap,Auto
26-06-2023,TRIL,Smallcap,FMCG
26-06-2023,RTNPOWER,Midcap,Miscellaneous
26-06-2023,SJVN,Largecap,Miscellaneous
26-06-2023,AWHCL,Smallcap,Miscellaneous
26-06-2023,POLICYBZR,Largecap,I.T
26-06-2023,PARAGMILK,Smallcap,FMCG
27-06-2023,FORCEMOT,Smallcap,Auto
27-06-2023,FACT,Largecap,Industrials
27-06-2023,JINDALSAW,Midcap,Metals
27-06-2023,INDIANHUME,Smallcap,Realty
27-06-2023,RANEHOLDIN,Smallcap,Finance
27-06-2023,PRAKASH,Smallcap,Metals
27-06-2023,GRINDWELL,Largecap,FMCG
27-06-2023,HINDCOMPOS,Smallcap,Auto
27-06-2023,MANINDS,Smallcap,Metals
27-06-2023,CENTUM,Smallcap,FMCG
27-06-2023,TASTYBITE,Smallcap,FMCG
27-06-2023,ELDEHSG,Smallcap,Realty
27-06-2023,ABCAPITAL,Largecap,Finance
27-06-2023,HDFCLIFE,Largecap,Services
27-06-2023,MANGCHEFER,Smallcap,Industrials
27-06-2023,AMBER,Midcap,FMCG
27-06-2023,CREDITACC,Largecap,Finance
27-06-2023,ARMANFIN,Smallcap,Finance
27-06-2023,METROPOLIS,Midcap,Pharmaceuticals
27-06-2023,BLUECHIP,Smallcap,Finance
27-06-2023,ANGELONE,Largecap,Services
27-06-2023,INDSWFTLAB,Smallcap,Pharmaceuticals
27-06-2023,JBMA,Midcap,Auto
27-06-2023,RML,Smallcap,Auto
27-06-2023,AURIONPRO,Smallcap,I.T
27-06-2023,TANTIACONS,Smallcap,Realty
27-06-2023,TIMETECHNO,Smallcap,FMCG
27-06-2023,V2RETAIL,Smallcap,FMCG
27-06-2023,TRIL,Smallcap,FMCG
27-06-2023,VGUARD,Midcap,FMCG
27-06-2023,TITAGARH,Midcap,FMCG
27-06-2023,RBL,Smallcap,Auto
27-06-2023,JWL,Midcap,FMCG
27-06-2023,APLLTD,Midcap,Pharmaceuticals
27-06-2023,THOMASCOTT,Smallcap,Textiles
27-06-2023,POLICYBZR,Largecap,I.T
27-06-2023,PARAGMILK,Smallcap,FMCG
28-06-2023,FORCEMOT,Smallcap,Auto
28-06-2023,WHEELS,Smallcap,Auto
28-06-2023,PEL,Largecap,Finance
28-06-2023,TORNTPHARM,Largecap,Pharmaceuticals
28-06-2023,RANEHOLDIN,Smallcap,Finance
28-06-2023,AHL,Smallcap,Finance
28-06-2023,JAYBARMARU,Smallcap,Auto
28-06-2023,WINDMACHIN,Smallcap,FMCG
28-06-2023,ELDEHSG,Smallcap,Realty
28-06-2023,DVL,Smallcap,Oils
28-06-2023,GROBTEA,Smallcap,FMCG
28-06-2023,AUROPHARMA,Largecap,Pharmaceuticals
28-06-2023,ABCAPITAL,Largecap,Finance
28-06-2023,JITFINFRA,Smallcap,Services
28-06-2023,KEERTI,Smallcap,Miscellaneous
28-06-2023,SHALBY,Smallcap,Pharmaceuticals
28-06-2023,ASIANENE,Smallcap,Oils
28-06-2023,ARMANFIN,Smallcap,Finance
28-06-2023,NILASPACES,Smallcap,Realty
28-06-2023,BLUECHIP,Smallcap,Finance
28-06-2023,TIPSINDLTD,Smallcap,Media
28-06-2023,JBMA,Midcap,Auto
28-06-2023,XCHANGING,Smallcap,I.T
28-06-2023,KTKBANK,Midcap,Bank
28-06-2023,RML,Smallcap,Auto
28-06-2023,PFC,Largecap,Finance
28-06-2023,SRHHYPOLTD,Smallcap,Industrials
28-06-2023,TRIL,Smallcap,FMCG
28-06-2023,TITAGARH,Midcap,FMCG
28-06-2023,ROSSELLIND,Smallcap,Miscellaneous
28-06-2023,THOMASCOTT,Smallcap,Textiles
28-06-2023,KALYANKJIL,Largecap,Miscellaneous
28-06-2023,VIJAYA,Midcap,Pharmaceuticals
28-06-2023,CMSINFO,Midcap,Miscellaneous
28-06-2023,UTISENSETF,Smallcap,Indices
28-06-2023,INDIGO,Largecap,Services
28-06-2023,SPAL,Smallcap,Textiles
30-06-2023,GRWRHITECH,Smallcap,Services
30-06-2023,PRAKASH,Smallcap,Metals
30-06-2023,NLCINDIA,Largecap,Miscellaneous
30-06-2023,TASTYBITE,Smallcap,FMCG
30-06-2023,AHL,Smallcap,Finance
30-06-2023,JAYBARMARU,Smallcap,Auto
30-06-2023,DVL,Smallcap,Oils
30-06-2023,63MOONS,Smallcap,I.T
30-06-2023,NAM-INDIA,Largecap,Finance
30-06-2023,IFGLEXPOR,Smallcap,Industrials
30-06-2023,JKTYRE,Midcap,Auto
30-06-2023,GENUSPOWER,Midcap,FMCG
30-06-2023,ASIANENE,Smallcap,Oils
30-06-2023,PRITI,Smallcap,Textiles
30-06-2023,PATELENG,Smallcap,Realty
30-06-2023,APARINDS,Largecap,FMCG
30-06-2023,SHREERAMA,Smallcap,Services
30-06-2023,TIPSINDLTD,Smallcap,Media
30-06-2023,JBMA,Midcap,Auto
30-06-2023,XCHANGING,Smallcap,I.T
30-06-2023,KTKBANK,Midcap,Bank
30-06-2023,REPRO,Smallcap,Miscellaneous
30-06-2023,UTTAMSUGAR,Smallcap,FMCG
30-06-2023,GPIL,Midcap,Metals
30-06-2023,PGIL,Smallcap,FMCG
30-06-2023,RGL,Smallcap,Miscellaneous
30-06-2023,TRIL,Smallcap,FMCG
30-06-2023,KUANTUM,Smallcap,Industrials
30-06-2023,ROSSELLIND,Smallcap,Miscellaneous
30-06-2023,KECL,Smallcap,FMCG
30-06-2023,TDPOWERSYS,Smallcap,FMCG
30-06-2023,KALYANKJIL,Largecap,Miscellaneous
30-06-2023,UTISENSETF,Smallcap,Indices
30-06-2023,MALLCOM,Smallcap,Textiles
03-07-2023,FACT,Largecap,Industrials
03-07-2023,DENORA,Smallcap,FMCG
03-07-2023,ORISSAMINE,Smallcap,Industrials
03-07-2023,ELECTCAST,Midcap,Industrials
03-07-2023,JINDALSAW,Midcap,Metals
03-07-2023,TEXINFRA,Smallcap,Realty
03-07-2023,ELECON,Midcap,FMCG
03-07-2023,STARTECK,Smallcap,Finance
03-07-2023,NLCINDIA,Largecap,Miscellaneous
03-07-2023,HIMATSEIDE,Smallcap,Textiles
03-07-2023,ANANTRAJ,Midcap,Realty
03-07-2023,ADFFOODS,Smallcap,FMCG
03-07-2023,JAYBARMARU,Smallcap,Auto
03-07-2023,HITECHGEAR,Smallcap,Auto
03-07-2023,MAHAPEXLTD,Smallcap,Finance
03-07-2023,BSE,Largecap,Miscellaneous
03-07-2023,AIROLAM,Smallcap,Miscellaneous
03-07-2023,JASH,Smallcap,FMCG
03-07-2023,IFGLEXPOR,Smallcap,Industrials
03-07-2023,MANGCHEFER,Smallcap,Industrials
03-07-2023,SHALBY,Smallcap,Pharmaceuticals
03-07-2023,SANDHAR,Smallcap,Auto
03-07-2023,ASIANENE,Smallcap,Oils
03-07-2023,PRITI,Smallcap,Textiles
03-07-2023,PATELENG,Smallcap,Realty
03-07-2023,ALMONDZ,Smallcap,Services
03-07-2023,KPIGREEN,Smallcap,Miscellaneous
03-07-2023,BLUECHIP,Smallcap,Finance
03-07-2023,INDSWFTLAB,Smallcap,Pharmaceuticals
03-07-2023,TIPSINDLTD,Smallcap,Media
03-07-2023,STAR,Smallcap,Pharmaceuticals
03-07-2023,CENTURYPLY,Midcap,Miscellaneous
03-07-2023,SUZLON,Largecap,FMCG
03-07-2023,ICRA,Midcap,Miscellaneous
03-07-2023,MICEL,Smallcap,FMCG
03-07-2023,KUANTUM,Smallcap,Industrials
03-07-2023,KECL,Smallcap,FMCG
03-07-2023,JWL,Midcap,FMCG
03-07-2023,L&TFH,Largecap,Finance
03-07-2023,KALYANKJIL,Largecap,Miscellaneous
03-07-2023,RATEGAIN,Midcap,I.T
03-07-2023,BLS,Midcap,I.T
04-07-2023,BAJFINANCE,Largecap,Finance
04-07-2023,ORISSAMINE,Smallcap,Industrials
04-07-2023,INDIANHUME,Smallcap,Realty
04-07-2023,SDBL,Smallcap,FMCG
04-07-2023,CANFINHOME,Midcap,Finance
04-07-2023,KOTAKLOVOL,Smallcap,Indices
04-07-2023,MAHAPEXLTD,Smallcap,Finance
04-07-2023,SHRIPISTON,Midcap,Auto
04-07-2023,BSE,Largecap,Miscellaneous
04-07-2023,JITFINFRA,Smallcap,Services
04-07-2023,GANESHHOUC,Smallcap,Realty
04-07-2023,63MOONS,Smallcap,I.T
04-07-2023,ASTERDM,Midcap,Pharmaceuticals
04-07-2023,SANDHAR,Smallcap,Auto
04-07-2023,GENUSPOWER,Midcap,FMCG
04-07-2023,PATELENG,Smallcap,Realty
04-07-2023,FDC,Midcap,Pharmaceuticals
04-07-2023,ANGELONE,Largecap,Services
04-07-2023,J&KBANK,Midcap,Bank
04-07-2023,INDSWFTLAB,Smallcap,Pharmaceuticals
04-07-2023,SHREERAMA,Smallcap,Services
04-07-2023,RADICO,Midcap,FMCG
04-07-2023,XCHANGING,Smallcap,I.T
04-07-2023,SUZLON,Largecap,FMCG
04-07-2023,JYOTHYLAB,Midcap,FMCG
04-07-2023,KECL,Smallcap,FMCG
04-07-2023,CMSINFO,Midcap,Miscellaneous
04-07-2023,POWERMECH,Midcap,FMCG
04-07-2023,HPL,Smallcap,FMCG
05-07-2023,BOMDYEING,Smallcap,Textiles
05-07-2023,FACT,Largecap,Industrials
05-07-2023,CENTURYTEX,Midcap,Industrials
05-07-2023,EXIDEIND,Largecap,Auto
05-07-2023,BHEL,Largecap,FMCG
05-07-2023,HINDPETRO,Largecap,Industrials
05-07-2023,MRPL,Largecap,Industrials
05-07-2023,CHENNPETRO,Midcap,Industrials
05-07-2023,HEROMOTOCO,Largecap,Auto
05-07-2023,SUNFLAG,Smallcap,Metals
05-07-2023,COLPAL,Largecap,FMCG
05-07-2023,BBL,Smallcap,FMCG
05-07-2023,INDIANHUME,Smallcap,Realty
05-07-2023,ELECON,Midcap,FMCG
05-07-2023,SDBL,Smallcap,FMCG
05-07-2023,FOODSIN,Smallcap,FMCG
05-07-2023,EMUDHRA,Smallcap,I.T
05-07-2023,VARDMNPOLY,Smallcap,Textiles
05-07-2023,MOTHERSON,Largecap,Auto
05-07-2023,RSSOFTWARE,Smallcap,I.T
05-07-2023,FUSION,Midcap,Finance
05-07-2023,MUNJALSHOW,Smallcap,Auto
05-07-2023,KOVAI,Smallcap,Pharmaceuticals
05-07-2023,MAHAPEXLTD,Smallcap,Finance
05-07-2023,JITFINFRA,Smallcap,Services
05-07-2023,KRITI,Smallcap,FMCG
05-07-2023,CAPACITE,Smallcap,Realty
05-07-2023,5PAISA,Smallcap,Services
05-07-2023,SANGHVIMOV,Smallcap,Miscellaneous
05-07-2023,GENUSPOWER,Midcap,FMCG
05-07-2023,NRBBEARING,Smallcap,Industrials
05-07-2023,ALANKIT,Smallcap,I.T
05-07-2023,PATELENG,Smallcap,Realty
05-07-2023,NILASPACES,Smallcap,Realty
05-07-2023,KPIGREEN,Smallcap,Miscellaneous
05-07-2023,GOLDTECH,Smallcap,I.T
05-07-2023,SWELECTES,Smallcap,FMCG
05-07-2023,ANGELONE,Largecap,Services
05-07-2023,J&KBANK,Midcap,Bank
05-07-2023,INDSWFTLAB,Smallcap,Pharmaceuticals
05-07-2023,JSL,Largecap,Metals
05-07-2023,IDFC,Midcap,Finance
05-07-2023,REPRO,Smallcap,Miscellaneous
05-07-2023,JAGRAN,Smallcap,Media
05-07-2023,AHLUCONT,Midcap,Realty
05-07-2023,DBCORP,Midcap,Media
05-07-2023,SCHNEIDER,Midcap,FMCG
05-07-2023,REPCOHOME,Smallcap,Finance
05-07-2023,POWERMECH,Midcap,FMCG
05-07-2023,DBL,Midcap,Realty
05-07-2023,HPL,Smallcap,FMCG
06-07-2023,AMARAJABAT,Midcap,Auto
06-07-2023,TIDEWATER,Smallcap,Industrials
06-07-2023,FORCEMOT,Smallcap,Auto
06-07-2023,EXIDEIND,Largecap,Auto
06-07-2023,WHEELS,Smallcap,Auto
06-07-2023,BHEL,Largecap,FMCG
06-07-2023,HINDPETRO,Largecap,Industrials
06-07-2023,MRPL,Largecap,Industrials
06-07-2023,IONEXCHANG,Midcap,FMCG
06-07-2023,SWARAJENG,Smallcap,FMCG
06-07-2023,BBOX,Smallcap,I.T
06-07-2023,M&M,Largecap,Auto
06-07-2023,CEATLTD,Midcap,Auto
06-07-2023,BBTC,Midcap,Auto
06-07-2023,ORIENTCER,Smallcap,FMCG
06-07-2023,GABRIEL,Midcap,Auto
06-07-2023,SATINDLTD,Smallcap,Metals
06-07-2023,VARDMNPOLY,Smallcap,Textiles
06-07-2023,MOHEALTH,Smallcap,Indices
06-07-2023,GIPCL,Smallcap,Miscellaneous
06-07-2023,MOTHERSON,Largecap,Auto
06-07-2023,FUSION,Midcap,Finance
06-07-2023,CCL,Midcap,FMCG
06-07-2023,BSE,Largecap,Miscellaneous
06-07-2023,AUROPHARMA,Largecap,Pharmaceuticals
06-07-2023,JITFINFRA,Smallcap,Services
06-07-2023,CAPACITE,Smallcap,Realty
06-07-2023,VENUSREM,Smallcap,Pharmaceuticals
06-07-2023,JKTYRE,Midcap,Auto
06-07-2023,SANGHVIMOV,Smallcap,Miscellaneous
06-07-2023,SELAN,Smallcap,Oils
06-07-2023,GENUSPOWER,Midcap,FMCG
06-07-2023,IOC,Largecap,Industrials
06-07-2023,IDFNIFTYET,Smallcap,Indices
06-07-2023,NILASPACES,Smallcap,Realty
06-07-2023,ANUP,Smallcap,Industrials
06-07-2023,UJJIVANSFB,Midcap,Bank
06-07-2023,SWELECTES,Smallcap,FMCG
06-07-2023,OLECTRA,Midcap,Auto
06-07-2023,RADICO,Midcap,FMCG
06-07-2023,JSL,Largecap,Metals
06-07-2023,SUPRAJIT,Midcap,Auto
06-07-2023,WELENT,Smallcap,Realty
06-07-2023,SUZLON,Largecap,FMCG
06-07-2023,ACE,Midcap,FMCG
06-07-2023,V2RETAIL,Smallcap,FMCG
06-07-2023,KOLTEPATIL,Smallcap,Realty
06-07-2023,DBCORP,Midcap,Media
06-07-2023,SJVN,Largecap,Miscellaneous
06-07-2023,RPPINFRA,Smallcap,Realty
06-07-2023,MOIL,Midcap,Industrials
06-07-2023,SUMMITSEC,Smallcap,Finance
06-07-2023,EQUITASBNK,Midcap,Bank
06-07-2023,LODHA,Largecap,Realty
06-07-2023,NATHBIOGEN,Smallcap,Miscellaneous
06-07-2023,SANSERA,Smallcap,Auto
06-07-2023,MAXIND,Smallcap,Miscellaneous
07-07-2023,CENTURYTEX,Midcap,Industrials
07-07-2023,IONEXCHANG,Midcap,FMCG
07-07-2023,JINDALSAW,Midcap,Metals
07-07-2023,M&M,Largecap,Auto
07-07-2023,TATAMOTORS,Largecap,Auto
07-07-2023,ORIENTCER,Smallcap,FMCG
07-07-2023,TALBROAUTO,Smallcap,Auto
07-07-2023,GABRIEL,Midcap,Auto
07-07-2023,SATINDLTD,Smallcap,Metals
07-07-2023,VARDMNPOLY,Smallcap,Textiles
07-07-2023,HBLPOWER,Midcap,Miscellaneous
07-07-2023,GIPCL,Smallcap,Miscellaneous
07-07-2023,ERIS,Midcap,Pharmaceuticals
07-07-2023,NGLFINE,Smallcap,Pharmaceuticals
07-07-2023,SMLT,Smallcap,Industrials
07-07-2023,JITFINFRA,Smallcap,Services
07-07-2023,KAMATHOTEL,Smallcap,Services
07-07-2023,VENUSREM,Smallcap,Pharmaceuticals
07-07-2023,NRBBEARING,Smallcap,Industrials
